PhraseId	SentenceId	Phrase	Sentiment
22043	989	if the director , Tom Dey , had spliced together bits and pieces of Midnight Run and 48 Hours -LRB- and , for that matter , Shrek -RRB-	1.0
22044	989	the director , Tom Dey , had spliced together bits and pieces of Midnight Run and 48 Hours -LRB- and , for that matter , Shrek -RRB-	3.0
22050	989	had spliced together bits and pieces of Midnight Run and 48 Hours -LRB- and , for that matter , Shrek -RRB-	2.0
22051	989	spliced together bits and pieces of Midnight Run and 48 Hours -LRB- and , for that matter , Shrek -RRB-	1.0
22054	989	bits and pieces of Midnight Run and 48 Hours -LRB- and , for that matter , Shrek -RRB-	2.0
22071	990	It 's good to see Michael Caine whipping out the dirty words and punching people in the stomach again .	3.0
22072	990	's good to see Michael Caine whipping out the dirty words and punching people in the stomach again .	4.0
22073	990	's good to see Michael Caine whipping out the dirty words and punching people in the stomach again	3.0
22074	990	good to see Michael Caine whipping out the dirty words and punching people in the stomach again	3.0
22075	990	to see Michael Caine whipping out the dirty words and punching people in the stomach again	2.0
22076	990	see Michael Caine whipping out the dirty words and punching people in the stomach again	2.0
22077	990	Michael Caine whipping out the dirty words and punching people in the stomach again	2.0
22080	990	whipping out the dirty words and punching people in the stomach again	2.0
22095	991	No Such Thing breaks no new ground and treads old turf like a hippopotamus ballerina .	1.0
22098	991	breaks no new ground and treads old turf like a hippopotamus ballerina .	2.0
22099	991	breaks no new ground and treads old turf like a hippopotamus ballerina	1.0
22116	992	The film exudes the urbane sweetness that Woody Allen seems to have bitterly forsaken .	3.0
22117	992	exudes the urbane sweetness that Woody Allen seems to have bitterly forsaken .	3.0
22118	992	exudes the urbane sweetness that Woody Allen seems to have bitterly forsaken	3.0
22135	993	The script is a dim-witted pairing of teen-speak and animal gibberish .	1.0
22148	994	Cedar somewhat defuses this provocative theme by submerging it in a hoary love triangle .	3.0
22150	994	somewhat defuses this provocative theme by submerging it in a hoary love triangle .	1.0
22151	994	defuses this provocative theme by submerging it in a hoary love triangle .	3.0
22152	994	defuses this provocative theme by submerging it in a hoary love triangle	2.0
22167	995	What might have emerged as hilarious lunacy in the hands of Woody Allen or Mel Brooks -LRB- at least during their '70s heyday -RRB- comes across as lame and sophomoric in this debut indie feature .	0.0
22168	995	What might have emerged as hilarious lunacy in the hands of Woody Allen or Mel Brooks -LRB- at least during their '70s heyday -RRB-	2.0
22169	995	What might have emerged as hilarious lunacy in the hands of Woody Allen or	4.0
22170	995	What might have emerged as hilarious lunacy in the hands of Woody Allen	2.0
22171	995	might have emerged as hilarious lunacy in the hands of Woody Allen	2.0
22172	995	have emerged as hilarious lunacy in the hands of Woody Allen	3.0
22196	995	comes across as lame and sophomoric in this debut indie feature .	1.0
22197	995	comes across as lame and sophomoric in this debut indie feature	0.0
22208	996	I have not been this disappointed by a movie in a long time .	0.0
22209	996	have not been this disappointed by a movie in a long time .	0.0
22210	996	have not been this disappointed by a movie in a long time	0.0
22217	997	There 's not a comedic moment in this romantic comedy .	0.0
22224	998	I admire it and yet can not recommend it , because it overstays its natural running time .	1.0
22225	998	admire it and yet can not recommend it , because it overstays its natural running time .	1.0
22226	998	admire it and yet can not recommend it , because it overstays its natural running time	2.0
22229	998	yet can not recommend it , because it overstays its natural running time	1.0
22230	998	can not recommend it , because it overstays its natural running time	1.0
22241	999	There 's plenty to enjoy -- in no small part thanks to Lau .	3.0
22242	999	's plenty to enjoy -- in no small part thanks to Lau .	3.0
22243	999	's plenty to enjoy -- in no small part thanks to Lau	2.0
22258	1001	None of this is half as moving as the filmmakers seem to think .	1.0
22261	1001	is half as moving as the filmmakers seem to think .	1.0
22270	1002	An incredibly irritating comedy about thoroughly vacuous people ... manages to embody the worst excesses of nouvelle vague without any of its sense of fun or energy .	0.0
22281	1002	... manages to embody the worst excesses of nouvelle vague without any of its sense of fun or energy .	1.0
22282	1002	manages to embody the worst excesses of nouvelle vague without any of its sense of fun or energy .	1.0
22283	1002	manages to embody the worst excesses of nouvelle vague without any of its sense of fun or energy	1.0
22284	1002	to embody the worst excesses of nouvelle vague without any of its sense of fun or energy	1.0
22285	1002	embody the worst excesses of nouvelle vague without any of its sense of fun or energy	0.0
22287	1002	the worst excesses of nouvelle vague without any of its sense of fun or energy	2.0
22308	1004	None of this is very original , and it is n't particularly funny .	0.0
22309	1004	None of this is very original , and it is n't particularly funny	1.0
22329	1006	An uneasy mix of run-of-the-mill raunchy humor and seemingly sincere personal reflection .	1.0
22330	1006	An uneasy mix of run-of-the-mill raunchy humor and seemingly sincere personal reflection	1.0
22343	1007	Should have been worth cheering as a breakthrough but is devoid of wit and humor .	1.0
22344	1007	have been worth cheering as a breakthrough but is devoid of wit and humor .	2.0
22345	1007	have been worth cheering as a breakthrough but is devoid of wit and humor	1.0
22359	1008	I found myself more appreciative of what the director was trying to do than of what he had actually done .	2.0
22360	1008	found myself more appreciative of what the director was trying to do than of what he had actually done .	2.0
22361	1008	found myself more appreciative of what the director was trying to do than of what he had actually done	2.0
22362	1008	myself more appreciative of what the director was trying to do than of what he had actually done	2.0
22363	1008	more appreciative of what the director was trying to do than of what he had actually done	2.0
22364	1008	appreciative of what the director was trying to do than of what he had actually done	2.0
22366	1008	of what the director was trying to do than of what he had actually done	2.0
22367	1008	the director was trying to do than of what he had actually done	2.0
22368	1008	was trying to do than of what he had actually done	1.0
22378	1009	is clever enough , though thin writing proves its undoing .	2.0
22389	1010	Stone seems to have a knack for wrapping the theater in a cold blanket of urban desperation .	1.0
22391	1010	seems to have a knack for wrapping the theater in a cold blanket of urban desperation .	2.0
22392	1010	seems to have a knack for wrapping the theater in a cold blanket of urban desperation	1.0
22393	1010	to have a knack for wrapping the theater in a cold blanket of urban desperation	1.0
22394	1010	have a knack for wrapping the theater in a cold blanket of urban desperation	2.0
22395	1010	a knack for wrapping the theater in a cold blanket of urban desperation	2.0
22398	1010	for wrapping the theater in a cold blanket of urban desperation	1.0
22410	1011	Done in mostly by a weak script that ca n't support the epic treatment .	0.0
22411	1011	Done in mostly by a weak script that ca n't support the epic treatment	1.0
22414	1011	by a weak script that ca n't support the epic treatment	1.0
22432	1013	That 's muy loco , but no more ridiculous than most of the rest of `` Dragonfly . ''	1.0
22433	1013	's muy loco , but no more ridiculous than most of the rest of `` Dragonfly . ''	1.0
22434	1013	's muy loco , but no more ridiculous than most of the rest of `` Dragonfly .	1.0
22435	1013	's muy loco , but no more ridiculous than most of the rest of `` Dragonfly	1.0
22453	1014	Solondz creates some effective moments of discomfort for character and viewer alike .	2.0
22454	1014	creates some effective moments of discomfort for character and viewer alike .	1.0
22455	1014	creates some effective moments of discomfort for character and viewer alike	2.0
22480	1017	Any attempts at nuance given by the capable cast is drowned out by director Jon Purdy 's sledgehammer sap .	1.0
22491	1017	is drowned out by director Jon Purdy 's sledgehammer sap .	1.0
22505	1018	-LRB- A -RRB- wonderfully loopy tale of love , longing , and voting .	4.0
22506	1018	-LRB- A -RRB- wonderfully loopy tale of love , longing , and voting	3.0
22519	1019	The characters , cast in impossibly contrived situations , are totally estranged from reality .	1.0
22535	1020	For every cheesy scene , though , there is a really cool bit -- the movie 's conception of a future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized .	3.0
22540	1020	, though , there is a really cool bit -- the movie 's conception of a future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized .	3.0
22541	1020	though , there is a really cool bit -- the movie 's conception of a future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized .	4.0
22542	1020	, there is a really cool bit -- the movie 's conception of a future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized .	4.0
22543	1020	there is a really cool bit -- the movie 's conception of a future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized .	4.0
22544	1020	is a really cool bit -- the movie 's conception of a future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized .	4.0
22545	1020	is a really cool bit -- the movie 's conception of a future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized	3.0
22546	1020	a really cool bit -- the movie 's conception of a future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized	3.0
22551	1020	the movie 's conception of a future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized	3.0
22553	1020	of a future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized	3.0
22554	1020	a future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized	3.0
22555	1020	future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized	4.0
22557	1020	holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized	4.0
22559	1020	librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized	3.0
22566	1020	who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized	4.0
22567	1020	knows everything and answers all questions , is visually smart , cleverly written , and nicely realized	4.0
22568	1020	knows everything and answers all questions , is visually smart , cleverly written , and nicely	4.0
22569	1020	knows everything and answers all questions , is visually smart , cleverly written , and	4.0
22570	1020	knows everything and answers all questions , is visually smart , cleverly written ,	3.0
22571	1020	knows everything and answers all questions , is visually smart , cleverly written	3.0
22584	1021	The mark of a respectable summer blockbuster is one of two things : unadulterated thrills or genuine laughs .	4.0
22590	1021	is one of two things : unadulterated thrills or genuine laughs .	4.0
22591	1021	is one of two things : unadulterated thrills or genuine laughs	3.0
22603	1022	As a hybrid teen thriller and murder mystery , Murder by Numbers fits the profile too closely .	2.0
22631	1024	I highly recommend Irwin , but not in the way this film showcases him .	2.0
22632	1024	I highly recommend Irwin , but not in the way this film showcases him	2.0
22643	1025	It 's hard to believe that something so short could be so flabby .	1.0
22644	1025	's hard to believe that something so short could be so flabby .	1.0
22645	1025	's hard to believe that something so short could be so flabby	1.0
22646	1025	hard to believe that something so short could be so flabby	0.0
22657	1026	Anyone who welcomes a dash of the avant-garde fused with their humor should take pleasure in this crazed , joyous romp of a film .	4.0
22658	1026	Anyone who welcomes a dash of the avant-garde fused with their humor should take pleasure in this crazed	4.0
22659	1026	Anyone who welcomes a dash of the avant-garde fused with their humor	4.0
22660	1026	who welcomes a dash of the avant-garde fused with their humor	3.0
22683	1027	It merely indulges in the worst elements of all of them .	1.0
22684	1027	merely indulges in the worst elements of all of them .	1.0
22695	1028	-- that the ` true story ' by which All the Queen 's Men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen .	1.0
22696	1028	that the ` true story ' by which All the Queen 's Men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen .	2.0
22697	1028	that the ` true story ' by which All the Queen 's Men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen	0.0
22698	1028	the ` true story ' by which All the Queen 's Men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen	1.0
22703	1028	by which All the Queen 's Men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen	0.0
22705	1028	All the Queen 's Men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen	1.0
22710	1028	is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen	1.0
22711	1028	allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen	2.0
22737	1030	`` Catch Me '' feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark .	3.0
22738	1030	Catch Me '' feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark .	3.0
22740	1030	'' feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark .	3.0
22741	1030	feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark .	3.0
22742	1030	feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark	4.0
22743	1030	capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark	3.0
22744	1030	of charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark	3.0
22745	1030	charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark	4.0
22746	1030	charming the masses with star power , a pop-induced score and sentimental moments	3.0
22747	1030	the masses with star power , a pop-induced score and sentimental moments	3.0
22748	1030	the masses with star power , a pop-induced score and sentimental	3.0
22765	1031	An enigmatic film that 's too clever for its own good , it 's a conundrum not worth solving .	2.0
22766	1031	An enigmatic film that 's too clever for its own good	1.0
22785	1032	The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile , and in the way the Ivan character accepts the news of his illness so quickly but still finds himself unable to react .	3.0
22786	1032	The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile , and in the way the Ivan character accepts the news of his illness so quickly but still finds himself unable to react	3.0
22787	1032	The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile , and	3.0
22788	1032	The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile ,	3.0
22789	1032	The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile	3.0
22792	1032	comes in the power of the Huston performance , which seems so larger than life and yet so fragile	4.0
22793	1032	in the power of the Huston performance , which seems so larger than life and yet so fragile	3.0
22794	1032	the power of the Huston performance , which seems so larger than life and yet so fragile	3.0
22812	1032	in the way the Ivan character accepts the news of his illness so quickly but still finds himself unable to react	1.0
22813	1032	the Ivan character accepts the news of his illness so quickly but still finds himself unable to react	2.0
22816	1032	accepts the news of his illness so quickly but still finds himself unable to react	2.0
22817	1032	accepts the news of his illness so quickly but still finds himself	2.0
22837	1034	Highly uneven and inconsistent ... Margarita Happy Hour kinda resembles the el cheapo margaritas served within .	0.0
22858	1035	The film tries to touch on spousal abuse but veers off course and becomes just another revenge film .	2.0
22859	1035	tries to touch on spousal abuse but veers off course and becomes just another revenge film .	1.0
22860	1035	tries to touch on spousal abuse but veers off course and becomes just another revenge film	1.0
22861	1035	tries to touch on spousal abuse but veers off course and	1.0
22877	1036	-LRB- Stephen -RRB- Earnhart 's film is more about the optimism of a group of people who are struggling to give themselves a better lot in life than the ones they currently have .	3.0
22878	1036	-LRB- Stephen -RRB- Earnhart 's film is more about the optimism of a group of people who are struggling to give themselves a better lot in life than the ones	2.0
22882	1036	Earnhart 's film is more about the optimism of a group of people who are struggling to give themselves a better lot in life than the ones	3.0
22886	1036	is more about the optimism of a group of people who are struggling to give themselves a better lot in life than the ones	3.0
22887	1036	more about the optimism of a group of people who are struggling to give themselves a better lot in life than the ones	2.0
22888	1036	about the optimism of a group of people who are struggling to give themselves a better lot in life than the ones	3.0
22889	1036	the optimism of a group of people who are struggling to give themselves a better lot in life than the ones	3.0
22892	1036	of a group of people who are struggling to give themselves a better lot in life than the ones	2.0
22893	1036	a group of people who are struggling to give themselves a better lot in life than the ones	2.0
22896	1036	of people who are struggling to give themselves a better lot in life than the ones	2.0
22897	1036	people who are struggling to give themselves a better lot in life than the ones	2.0
22898	1036	who are struggling to give themselves a better lot in life than the ones	2.0
22899	1036	are struggling to give themselves a better lot in life than the ones	3.0
22900	1036	struggling to give themselves a better lot in life than the ones	3.0
22902	1036	to give themselves a better lot in life than the ones	2.0
22914	1037	Glizty but formulaic and silly ... Cagney 's ` top of the world ' has been replaced by the bottom of the barrel .	1.0
22921	1037	... Cagney 's ` top of the world ' has been replaced by the bottom of the barrel .	0.0
22922	1037	Cagney 's ` top of the world ' has been replaced by the bottom of the barrel .	2.0
22923	1037	Cagney 's ` top of the world ' has been replaced by the bottom of the barrel	0.0
22939	1038	Queen of the Damned as you might have guessed , makes sorry use of Aaliyah in her one and only starring role -- she does little here but point at things that explode into flame .	1.0
22940	1038	Queen of the Damned as you might have guessed , makes sorry use of Aaliyah in her one and only starring role -- she does little here but point at things that explode into flame	1.0
22941	1038	Queen of the Damned as you might have guessed , makes sorry use of Aaliyah in her one and only starring role --	1.0
22942	1038	Queen of the Damned as you might have guessed , makes sorry use of Aaliyah in her one and only starring role	2.0
22951	1038	makes sorry use of Aaliyah in her one and only starring role	1.0
22952	1038	sorry use of Aaliyah in her one and only starring role	1.0
22965	1038	she does little here but point at things that explode into flame	1.0
22966	1038	does little here but point at things that explode into flame	1.0
22978	1039	The modern master of the chase sequence returns with a chase to end all chases	4.0
23006	1042	A baffling mixed platter of gritty realism and magic realism with a hard-to-swallow premise .	1.0
23007	1042	A baffling mixed platter of gritty realism and magic realism with a hard-to-swallow premise	1.0
23022	1043	-LRB- I -RRB- t 's certainly laudable that the movie deals with hot-button issues in a comedic context , but Barbershop is n't as funny as it should be .	1.0
23023	1043	-LRB- I -RRB- t 's certainly laudable that the movie deals with hot-button issues in a comedic context , but Barbershop is n't as funny as it should be	1.0
23024	1043	-LRB- I -RRB- t 's certainly laudable that the movie deals with hot-button issues in a comedic context , but	2.0
23025	1043	-LRB- I -RRB- t 's certainly laudable that the movie deals with hot-button issues in a comedic context ,	3.0
23026	1043	-LRB- I -RRB- t 's certainly laudable that the movie deals with hot-button issues in a comedic context	2.0
23029	1043	t 's certainly laudable that the movie deals with hot-button issues in a comedic context	3.0
23031	1043	's certainly laudable that the movie deals with hot-button issues in a comedic context	3.0
23035	1043	that the movie deals with hot-button issues in a comedic context	2.0
23053	1044	But once the falcon arrives in the skies above Manhattan , the adventure is on red alert .	3.0
23054	1044	once the falcon arrives in the skies above Manhattan , the adventure is on red alert .	2.0
23073	1045	All the filmmakers are asking of us , is to believe in something that is improbable .	2.0
23074	1045	the filmmakers are asking of us , is to believe in something that is improbable .	2.0
23087	1046	A fascinating literary mystery story with multiple strands about the controversy of who really wrote Shakespeare 's plays .	4.0
23096	1046	strands about the controversy of who really wrote Shakespeare 's plays .	2.0
23097	1046	strands about the controversy of who really wrote Shakespeare 's plays	2.0
23119	1048	Unless there are zoning ordinances to protect your community from the dullest science fiction , Impostor is opening today at a theater near you .	1.0
23120	1048	Unless there are zoning ordinances to protect your community from the dullest science fiction	0.0
23121	1048	there are zoning ordinances to protect your community from the dullest science fiction	1.0
23122	1048	are zoning ordinances to protect your community from the dullest science fiction	1.0
23123	1048	zoning ordinances to protect your community from the dullest science fiction	0.0
23136	1048	, Impostor is opening today at a theater near you .	2.0
23147	1049	A handsome but unfulfilling suspense drama more suited to a quiet evening on PBS than a night out at an AMC .	1.0
23155	1049	suited to a quiet evening on PBS than a night out at an AMC .	1.0
23156	1049	suited to a quiet evening on PBS than a night out at an AMC	1.0
23157	1049	suited to a quiet evening on PBS than a night out	2.0
23173	1050	Not only are the film 's Sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .	0.0
23174	1050	Not only are the film 's Sopranos gags incredibly dated and unfunny	1.0
23175	1050	only are the film 's Sopranos gags incredibly dated and unfunny	1.0
23185	1050	, they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .	2.0
23186	1050	they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .	0.0
23187	1050	also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .	0.0
23188	1050	demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .	1.0
23189	1050	demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were	0.0
23191	1050	how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were	1.0
23193	1050	the makers of this ` we 're - doing-it-for - the-cash ' sequel were	0.0
23194	1050	the makers of this ` we 're - doing-it-for - the-cash ' sequel	0.0
23195	1050	of this ` we 're - doing-it-for - the-cash ' sequel	1.0
23207	1051	To the vast majority of more casual filmgoers , it will probably be a talky bore .	1.0
23238	1053	There 's no real reason to see it , and no real reason not to .	2.0
23239	1053	There 's no real reason to see it , and no real reason not to	2.0
23251	1054	-LRB- Crystal and De Niro -RRB- manage to squeeze out some good laughs but not enough to make this silly con job sing .	2.0
23260	1054	manage to squeeze out some good laughs but not enough to make this silly con job sing .	2.0
23261	1054	manage to squeeze out some good laughs but not enough to make this silly con job sing	2.0
23263	1054	to squeeze out some good laughs but not enough to make this silly con job sing	1.0
23264	1054	squeeze out some good laughs but not enough to make this silly con job sing	2.0
23278	1055	Master of Disguise runs for only 71 minutes and feels like three hours .	0.0
23281	1055	runs for only 71 minutes and feels like three hours .	2.0
23292	1056	... a delightfully unpredictable , hilarious comedy with wonderful performances that tug at your heart in ways that utterly transcend gender labels .	4.0
23293	1056	a delightfully unpredictable , hilarious comedy with wonderful performances that tug at your heart in ways that utterly transcend gender labels .	4.0
23294	1056	a delightfully unpredictable , hilarious comedy with wonderful performances that tug at your heart in ways that utterly transcend gender	4.0
23301	1056	with wonderful performances that tug at your heart in ways that utterly transcend gender	4.0
23302	1056	wonderful performances that tug at your heart in ways that utterly transcend gender	4.0
23304	1056	that tug at your heart in ways that utterly transcend gender	3.0
23317	1057	It does n't matter that the film is less than 90 minutes .	3.0
23318	1057	does n't matter that the film is less than 90 minutes .	2.0
23319	1057	does n't matter that the film is less than 90 minutes	2.0
23327	1058	Do n't hate El Crimen del Padre Amaro because it 's anti-Catholic .	2.0
23328	1058	Do n't hate El Crimen del Padre Amaro because it 's anti-Catholic	2.0
23343	1059	The new Insomnia is a surprisingly faithful remake of its chilly predecessor , and when it does elect to head off in its own direction , it employs changes that fit it well rather than ones that were imposed for the sake of commercial sensibilities .	3.0
23344	1059	The new Insomnia is a surprisingly faithful remake of its chilly predecessor , and when it does elect to head off in its own direction , it employs changes that fit it well rather than ones that were imposed for the sake of commercial sensibilities	4.0
23345	1059	The new Insomnia is a surprisingly faithful remake of its chilly predecessor , and	3.0
23346	1059	The new Insomnia is a surprisingly faithful remake of its chilly predecessor ,	3.0
23347	1059	The new Insomnia is a surprisingly faithful remake of its chilly predecessor	3.0
23360	1059	when it does elect to head off in its own direction , it employs changes that fit it well rather than ones that were imposed for the sake of commercial sensibilities	2.0
23361	1059	when it does elect to head off in its own direction	2.0
23372	1059	, it employs changes that fit it well rather than ones that were imposed for the sake of commercial sensibilities	2.0
23373	1059	it employs changes that fit it well rather than ones that were imposed for the sake of commercial sensibilities	3.0
23374	1059	employs changes that fit it well rather than ones that were imposed for the sake of commercial sensibilities	3.0
23375	1059	changes that fit it well rather than ones that were imposed for the sake of commercial sensibilities	2.0
23399	1061	Troll the cult section of your local video store for the real deal .	2.0
23400	1061	Troll the cult section of your local video store for the real deal	1.0
23402	1061	the cult section of your local video store for the real deal	2.0
23414	1062	Bears is even worse than I imagined a movie ever could be .	0.0
23415	1062	is even worse than I imagined a movie ever could be .	0.0
23416	1062	is even worse than I imagined a movie ever could be	0.0
23425	1063	Crush could be the worst film a man has made about women since Valley of the Dolls .	0.0
23426	1063	could be the worst film a man has made about women since Valley of the Dolls .	0.0
23427	1063	could be the worst film a man has made about women since Valley of the Dolls	0.0
23428	1063	be the worst film a man has made about women since Valley of the Dolls	0.0
23429	1063	the worst film a man has made about women since Valley of the Dolls	0.0
23432	1063	a man has made about women since Valley of the Dolls	3.0
23443	1064	With McConaughey in an entirely irony-free zone and Bale reduced mainly to batting his sensitive eyelids , there 's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd .	1.0
23444	1064	With McConaughey in an entirely irony-free zone and Bale reduced mainly to batting his sensitive eyelids	1.0
23445	1064	McConaughey in an entirely irony-free zone and Bale reduced mainly to batting his sensitive eyelids	2.0
23447	1064	in an entirely irony-free zone and Bale reduced mainly to batting his sensitive eyelids	1.0
23448	1064	an entirely irony-free zone and Bale reduced mainly to batting his sensitive eyelids	1.0
23465	1064	, there 's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd .	0.0
23466	1064	there 's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd .	0.0
23467	1064	's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd .	1.0
23468	1064	's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd	1.0
23469	1064	enough intelligence , wit or innovation on the screen to attract and sustain an older crowd	4.0
23485	1065	A light , engaging comedy that fumbles away almost all of its accumulated enjoyment with a crucial third act miscalculation .	1.0
23486	1065	A light , engaging comedy that fumbles away almost all of its accumulated enjoyment with a crucial third act miscalculation	2.0
23489	1065	engaging comedy that fumbles away almost all of its accumulated enjoyment with a crucial third act miscalculation	2.0
23491	1065	that fumbles away almost all of its accumulated enjoyment with a crucial third act miscalculation	1.0
23492	1065	fumbles away almost all of its accumulated enjoyment with a crucial third act miscalculation	1.0
23495	1065	almost all of its accumulated enjoyment with a crucial third act miscalculation	1.0
23510	1066	They presume their audience wo n't sit still for a sociology lesson , however entertainingly presented , so they trot out the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes .	1.0
23511	1066	They presume their audience wo n't sit still for a sociology lesson , however entertainingly presented , so they trot out the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes	1.0
23512	1066	They presume their audience wo n't sit still for a sociology lesson , however entertainingly presented , so	3.0
23513	1066	They presume their audience wo n't sit still for a sociology lesson , however entertainingly presented ,	2.0
23514	1066	They presume their audience wo n't sit still for a sociology lesson	1.0
23515	1066	presume their audience wo n't sit still for a sociology lesson	1.0
23531	1066	they trot out the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes	1.0
23532	1066	trot out the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes	2.0
23535	1066	the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes	1.0
23553	1067	It does n't offer audiences any way of gripping what its point is , or even its attitude toward its subject .	1.0
23554	1067	does n't offer audiences any way of gripping what its point is , or even its attitude toward its subject .	0.0
23555	1067	does n't offer audiences any way of gripping what its point is , or even its attitude toward its subject	1.0
23556	1067	offer audiences any way of gripping what its point is , or even its attitude toward its subject	1.0
23558	1067	any way of gripping what its point is , or even its attitude toward its subject	1.0
23589	1070	waydowntown manages to nail the spirit-crushing ennui of denuded urban living without giving in to it .	3.0
23590	1070	manages to nail the spirit-crushing ennui of denuded urban living without giving in to it .	3.0
23591	1070	manages to nail the spirit-crushing ennui of denuded urban living without giving in to it	3.0
23592	1070	to nail the spirit-crushing ennui of denuded urban living without giving in to it	3.0
23593	1070	nail the spirit-crushing ennui of denuded urban living without giving in to it	3.0
23619	1073	A compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother 's hold over her .	3.0
23620	1073	A compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother	3.0
23624	1073	about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother	2.0
23625	1073	the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother	2.0
23626	1073	the arduous journey of a sensitive young girl through a series of foster homes and	3.0
23627	1073	the arduous journey of a sensitive young girl through a series of foster homes	2.0
23631	1073	of a sensitive young girl through a series of foster homes	2.0
23641	1073	a fierce struggle to pull free from her dangerous and domineering mother	2.0
23642	1073	fierce struggle to pull free from her dangerous and domineering mother	2.0
23665	1075	A clash between the artificial structure of the story and the more contemporary , naturalistic tone of the film ...	1.0
23666	1075	A clash between the artificial structure of the story and the more contemporary , naturalistic tone of the film	1.0
